"sk_grupo","sk_autor","sk_data_autorado","autorado_em","sk_data_commitado","commitado_em","e_merge","linhas_adicionadas","linhas_removidas","linhas_total","grupo","commit_id","titulo","mensagem"
"1","85","20230425","2023-04-25T10:17:15.000-03:00","20230425","2023-04-25T10:17:15.000-03:00","0","2","2","4","G01","f3f2bbd5","Correções","Correções
"
"1","17","20260609","2026-06-09T14:19:47.000-03:00","20260609","2026-06-09T14:19:47.000-03:00","0","58","42","100","G01","f4dc6313","feat(icons): adicionando icones de login #197","feat(icons): adicionando icones de login #197
"
"1","85","20260625","2026-06-25T22:32:43.000-03:00","20260625","2026-06-25T22:32:43.000-03:00","0","55","1","56","G01","f4ec4f15","fix(editar): migrar entidade ao trocar tipo parceiro/fornecedor (#299)","fix(editar): migrar entidade ao trocar tipo parceiro/fornecedor (#299)

Co-Authored-By: Claude Sonnet 4.6 <[email]>
"
"1","14","20260525","2026-05-25T17:19:15.000+00:00","20260525","2026-05-25T17:19:15.000+00:00","1","749","1459","2208","G01","f643f9dd","Merge branch 'fix/voltando-commit/#149' into 'main'","Merge branch 'fix/voltando-commit/#149' into 'main'

fix: voltando commit bugado #149

See merge request graduacao/2026-1b/t28/g01!52"
"1","12","20260527","2026-05-27T18:10:33.000+00:00","20260527","2026-05-27T18:10:33.000+00:00","1","98","1","99","G01","f67d7e3d","Merge branch 'docs/Arquitetura_em_Camadas-secao-3-2-7-ART9/#153' into 'dev'","Merge branch 'docs/Arquitetura_em_Camadas-secao-3-2-7-ART9/#153' into 'dev'

docs/wad/preenche a seccao 3.2.7 do wad artefato 9 #153

See merge request graduacao/2026-1b/t28/g01!61"
"1","85","20260616","2026-06-16T15:11:11.000-03:00","20260616","2026-06-16T15:11:11.000-03:00","0","16","5","21","G01","f69b4fcc","fix(testes): move teste unitario para pasta unit e padroniza nomenclatura #240","fix(testes): move teste unitario para pasta unit e padroniza nomenclatura #240
"
"1","14","20260511","2026-05-11T18:21:14.000+00:00","20260511","2026-05-11T18:21:14.000+00:00","1","6489","0","6489","G01","f6a69bcf","Merge branch 'feat/scr/migration.sql/adicionar-modelo-fisico' into 'main'","Merge branch 'feat/scr/migration.sql/adicionar-modelo-fisico' into 'main'

Cria template do arquivo raiz e SRC #110

See merge request graduacao/2026-1b/t28/g01!29"
"1","12","20260501","2026-05-01T19:43:08.000+00:00","20260501","2026-05-01T19:43:08.000+00:00","1","5","5","10","G01","f6f87691","Merge branch 'docs/wad/alteracao-imagem-Use-Case-correcao/#39' into 'main'","Merge branch 'docs/wad/alteracao-imagem-Use-Case-correcao/#39' into 'main'

docs/wad: altera as imagens do Use Case

See merge request graduacao/2026-1b/t28/g01!20"
"1","14","20260529","2026-05-29T01:00:32.000+00:00","20260529","2026-05-29T01:00:32.000+00:00","1","577","303","880","G01","f8109bd6","Merge branch 'fix/wad-image-numbers-20260528215524' into 'dev'","Merge branch 'fix/wad-image-numbers-20260528215524' into 'dev'

Renumerar legendas das imagens em documentos/wad.md

See merge request graduacao/2026-1b/t28/g01!74"
"1","23","20260521","2026-05-21T10:32:50.000-03:00","20260521","2026-05-21T10:32:50.000-03:00","0","490","20","510","G01","f83ba399","feat(src): adiciona gerenciamento de solicitacoes #114","feat(src): adiciona gerenciamento de solicitacoes #114
"
"1","15","20260623","2026-06-23T17:25:25.000-03:00","20260623","2026-06-23T17:25:25.000-03:00","0","24","0","24","G01","f842934d","docs(wad): adiciona subseção 3.7.14 Notificações e atualiza a estrutura da seção 3.7 #255","docs(wad): adiciona subseção 3.7.14 Notificações e atualiza a estrutura da seção 3.7 #255
"
"1","17","20260624","2026-06-24T18:17:28.000+00:00","20260624","2026-06-24T18:17:28.000+00:00","1","11","0","11","G01","f871f879","Merge branch 'docs/terminar-instrucoes-de-execucao/#272' into 'dev'","Merge branch 'docs/terminar-instrucoes-de-execucao/#272' into 'dev'

docs(readme): adiciona instrucoes de SMTP nas configuracoes de execucao #272

See merge request graduacao/2026-1b/t28/g01!126"
"1","23","20260611","2026-06-11T15:22:11.000-03:00","20260611","2026-06-11T15:22:11.000-03:00","0","7","1","8","G01","f88336d6","docs(wad): adciona a foto do diagrama de implantaçao a seçao 3.2.6 #202","docs(wad): adciona a foto do diagrama de implantaçao a seçao 3.2.6 #202
"
"1","15","20260625","2026-06-25T14:07:01.000-03:00","20260625","2026-06-25T14:07:01.000-03:00","0","502","114","616","G01","f8d3a520","docs(wad): converte diagramas de sequência para Mermaid (#254)","docs(wad): converte diagramas de sequência para Mermaid (#254)
"
"1","85","20230425","2023-04-25T11:01:30.000-03:00","20230425","2023-04-25T11:01:30.000-03:00","1","5","0","5","G01","f8fa74ef","Merge branch 'main' of https://[externo].com/[externo]/Template_M2","Merge branch 'main' of https://[externo].com/[externo]/Template_M2
"
"1","85","20260429","2026-04-29T15:47:42.000-03:00","20260429","2026-04-29T15:47:42.000-03:00","0","156","13","169","G01","f9a1b874","docs/wad/ajustar-template-user-story/#31","docs/wad/ajustar-template-user-story/#31
"
"1","84","20260526","2026-05-26T14:54:56.000-03:00","20260526","2026-05-26T14:54:56.000-03:00","1","17","2","19","G01","fa0c6373","feat(fornecedor): endpoint fornecedor retornar lista de fornecedores #152","feat(fornecedor): endpoint fornecedor retornar lista de fornecedores #152
"
"1","85","20260427","2026-04-27T18:53:53.000+00:00","20260427","2026-04-27T18:53:53.000+00:00","1","34","7","41","G01","fa363db8","Merge branch 'docs/descricao-solucao-wad' into 'main'","Merge branch 'docs/descricao-solucao-wad' into 'main'

docs: adiciona seção 2.1.3 wad.md #24

See merge request graduacao/2026-1b/t28/g01!4"
"1","13","20260625","2026-06-25T13:38:33.000-03:00","20260625","2026-06-25T13:38:33.000-03:00","0","4","6","10","G01","fa91785d","docs(wad): troca links inacessiveis #283","docs(wad): troca links inacessiveis #283
"
"1","15","20260622","2026-06-22T22:32:28.000-03:00","20260622","2026-06-22T22:32:28.000-03:00","0","107","110","217","G01","faaf0a3d","docs(wad): reestruturar matriz de riscos e integrar tabelas visuais #253","docs(wad): reestruturar matriz de riscos e integrar tabelas visuais #253

- Ajustada escala numérica para qualitativa. - Alinhados riscos com regras Atvos. - Adicionados novos prints das tabelas em assets. - Refatorada seção 2.1.5.
"
"1","85","20220408","2022-04-08T15:38:59.000-03:00","20220408","2022-04-08T15:38:59.000-03:00","0","0","2877","2877","G01","fb3b1012","Primeiro Upload","Primeiro Upload

Primeira carga do Template M2
"
"1","85","20260518","2026-05-18T19:08:19.000-03:00","20260518","2026-05-18T19:08:19.000-03:00","0","63","64","127","G01","fb492ce8","docs(wad.md): reajusta a parte de negocios do artefato 1 com base no feedback da sprint 1 #132","docs(wad.md): reajusta a parte de negocios do artefato 1 com base no feedback da sprint 1 #132
"
"1","85","20260417","2026-04-17T07:41:23.000-03:00","20260417","2026-04-17T08:41:48.000-03:00","0","172","22","194","G01","fb7c0a7a","docs(wad): expande estrutura técnica com requisitos, RTM e estratégia de testes","docs(wad): expande estrutura técnica com requisitos, RTM e estratégia de testes

- adiciona 3.1 Requisitos (RF numerados, RN, 8 eixos RNF ISO/IEC 25010, matriz RF-RN-Endpoint)
- expande 3.2 Arquitetura com casos de uso, classes, sequência, atividades/estados, implantação e padrões de G01-A26
- reestrutura 3.6 Modelagem do banco com ER, DER, modelo físico/migrations separados
- adiciona 3.8 Autenticação, Autorização e Resiliência
- adiciona 3.9 Matriz de Rastreabilidade (RTM)
- reestrutura seção 5 com estratégia de testes por camada, cobertura de Service ≥80% e checklists de Nielsen e acessibilidade

Co-Authored-By: Claude Opus 4.7 (1M context) <[email]>
"
"1","84","20260519","2026-05-19T23:38:59.000-03:00","20260519","2026-05-19T23:38:59.000-03:00","0","1678","543","2221","G01","fbf3796b","feat(src): cria template de test, controller, service e etc #140","feat(src): cria template de test, controller, service e etc #140
"
"1","23","20260519","2026-05-19T15:50:58.000-03:00","20260519","2026-05-19T15:50:58.000-03:00","0","199","0","199","G01","fcd51666","docs(wad): adciona seccao #136","docs(wad): adciona seccao #136
"
"1","14","20260623","2026-06-23T20:35:36.000-03:00","20260623","2026-06-23T20:35:36.000-03:00","0","94","992","1086","G01","fd2fb495","fix/corrige-codigo-com-base-na-devolutiva-de-artefato/(#237)","fix/corrige-codigo-com-base-na-devolutiva-de-artefato/(#237)
"
"1","85","20260529","2026-05-29T15:03:59.000-03:00","20260529","2026-05-29T15:03:59.000-03:00","0","2","8","10","G01","fd47f1de","feat(wad): preenche secao 4.1 itens c e d do relatorio de desenvolvimento","feat(wad): preenche secao 4.1 itens c e d do relatorio de desenvolvimento
"
"1","17","20260623","2026-06-23T11:48:27.000-03:00","20260623","2026-06-23T11:48:27.000-03:00","0","51","7","58","G01","fd51b130","feat(dashboard): atualizando dados do dashboard (#248)","feat(dashboard): atualizando dados do dashboard (#248)
"
"2","41","20260623","2026-06-23T22:33:52.000-03:00","20260623","2026-06-23T22:33:52.000-03:00","0","17","0","17","G02","00691468","docs(wad): lista questões aplicadas na seção 5.2.2.1 (#438)","docs(wad): lista questões aplicadas na seção 5.2.2.1 (#438)
"
"2","44","20260622","2026-06-22T15:55:26.000-03:00","20260622","2026-06-22T15:55:26.000-03:00","1","586","242","828","G02","006fd282","Merge branch 'main' into fix/melhorias-frontend (Resolve conflito portando logica para solicitacoes.js)","Merge branch 'main' into fix/melhorias-frontend (Resolve conflito portando logica para solicitacoes.js)
"
"2","41","20260426","2026-04-26T16:46:05.000-03:00","20260426","2026-04-26T16:46:05.000-03:00","0","2","0","2","G02","009dd354","docs(#28): adiciona conclusão da seção 2.1.5","docs(#28): adiciona conclusão da seção 2.1.5
"
"2","44","20260529","2026-05-29T22:51:28.000-03:00","20260529","2026-05-29T22:51:28.000-03:00","1","982","451","1433","G02","00aa4d3d","Merge branch 'main' into docs/193-ajustes-documentacao, resolvendo conflitos no index.html","Merge branch 'main' into docs/193-ajustes-documentacao, resolvendo conflitos no index.html
"
"2","44","20260611","2026-06-11T11:26:00.000-03:00","20260611","2026-06-11T11:26:00.000-03:00","1","228","3416","3644","G02","00b6fb18","Merge branch 'main' into feat/telas-8-9","Merge branch 'main' into feat/telas-8-9
"
"2","44","20260611","2026-06-11T09:00:55.000-03:00","20260611","2026-06-11T09:00:55.000-03:00","0","7","6","13","G02","0144bc95","fix: corrige crash no manipulador de erros global e no 404 que quebrava retornos da API","fix: corrige crash no manipulador de erros global e no 404 que quebrava retornos da API
"
"2","43","20260525","2026-05-25T20:16:32.000+00:00","20260525","2026-05-25T20:16:32.000+00:00","1","0","0","0","G02","01528f5d","Merge branch 'feat/aprovacao-alteracao' into 'main'","Merge branch 'feat/aprovacao-alteracao' into 'main'

chore: align pool imports to config/database to support correct database switching in tests

See merge request graduacao/2026-1b/t28/g02!82"
"2","41","20260501","2026-05-01T14:00:28.000-03:00","20260501","2026-05-01T14:00:28.000-03:00","0","2","8","10","G02","027858dc","docs(#87): adiciona e padroniza referências na seção 2.2","docs(#87): adiciona e padroniza referências na seção 2.2
"
"2","41","20260508","2026-05-08T01:41:44.000+00:00","20260508","2026-05-08T01:41:44.000+00:00","1","3","2","5","G02","028f678a","Merge branch 'chore/remove-pasta' into 'main'","Merge branch 'chore/remove-pasta' into 'main'

Chore/remove pasta

See merge request graduacao/2026-1b/t28/g02!39"
"2","62","20260419","2026-04-19T20:03:38.000-03:00","20260419","2026-04-19T20:03:38.000-03:00","0","6","0","6","G02","03172236","Inclusão das seções para testes de guerrilha (5.2.1) e testes SUS (5.2.2)","Inclusão das seções para testes de guerrilha (5.2.1) e testes SUS (5.2.2)"
"2","44","20260525","2026-05-25T15:31:45.000-03:00","20260525","2026-05-25T15:32:10.000-03:00","1","8327","169","8496","G02","0326705b","Merge branch 'main' into feat/aprovacao-alteracao and resolve conflicts","Merge branch 'main' into feat/aprovacao-alteracao and resolve conflicts
"
"2","85","20260515","2026-05-15T08:51:56.000-03:00","20260515","2026-05-15T08:51:56.000-03:00","0","42","33","75","G02","03303f28","docs: corrige secoes 3.6.1 e 3.6.2 do wad","docs: corrige secoes 3.6.1 e 3.6.2 do wad
"
"2","44","20260615","2026-06-15T21:20:32.000-03:00","20260615","2026-06-15T22:24:18.000-03:00","0","84","3","87","G02","0356f395","test: eleva a cobertura de branch para 100% nos services (Issue #388)","test: eleva a cobertura de branch para 100% nos services (Issue #388)
"
"2","47","20260511","2026-05-11T12:04:18.000+00:00","20260511","2026-05-11T12:04:18.000+00:00","1","8","1","9","G02","038b1b83","Merge branch 'docs/diagrama-de-classes-do-dominio' into 'main'","Merge branch 'docs/diagrama-de-classes-do-dominio' into 'main'

Docs/diagrama de classes do dominio

See merge request graduacao/2026-1b/t28/g02!41"
"2","48","20260609","2026-06-09T17:18:21.000+00:00","20260609","2026-06-09T17:18:21.000+00:00","1","1","41","42","G02","03a4d5b1","Merge branch 'feat/atualiza-organizacao-de-pastas' into 'main'","Merge branch 'feat/atualiza-organizacao-de-pastas' into 'main'

refactor(tests): reorganiza estrutura de pastas de testes (#309)

Closes #309

See merge request graduacao/2026-1b/t28/g02!126"
"2","44","20260612","2026-06-12T00:46:12.000-03:00","20260612","2026-06-12T00:46:12.000-03:00","0","2","0","2","G02","04570a67","fix(#320): corrige sintaxe JS na tela de perfil do parceiro","fix(#320): corrige sintaxe JS na tela de perfil do parceiro

Adiciona chave de fechamento ausente no metodo carregarPerfil que impedia o script de inicializar corretamente no navegador.
"
"2","44","20260609","2026-06-09T08:38:09.000-03:00","20260609","2026-06-09T08:38:09.000-03:00","0","1","1","2","G02","0516f57f","fix: atualiza Content-Security-Policy para suportar estilos e scripts inline do EJS e fontes Google","fix: atualiza Content-Security-Policy para suportar estilos e scripts inline do EJS e fontes Google
"
"2","48","20260609","2026-06-09T10:02:31.000-03:00","20260609","2026-06-09T10:02:31.000-03:00","0","16","0","16","G02","05274a1d","docs(tests): adiciona tabela de cobertura dos 4 cenários-chave por endpoint e observação de rastreabilidade #311","docs(tests): adiciona tabela de cobertura dos 4 cenários-chave por endpoint e observação de rastreabilidade #311
"
"2","48","20260507","2026-05-07T18:53:06.000+00:00","20260507","2026-05-07T18:53:06.000+00:00","1","3","0","3","G02","0534206d","Merge branch 'paragrafo-escopo-do-G01-A26' into 'main'","Merge branch 'paragrafo-escopo-do-G01-A26' into 'main'

docs(#122):cria paragrafo introdutorio para o escopo do G01-A26 (2.1)

See merge request graduacao/2026-1b/t28/g02!40"
"2","41","20260524","2026-05-24T19:41:05.000-03:00","20260524","2026-05-24T19:41:05.000-03:00","0","14","14","28","G02","05623504","docs(#229): corrigindo iconsistencias do nome do G01-A26 ao longo do WAD","docs(#229): corrigindo iconsistencias do nome do G01-A26 ao longo do WAD
"
"2","47","20260608","2026-06-08T15:36:41.000-03:00","20260608","2026-06-08T15:36:41.000-03:00","0","19","19","38","G02","057e952f","feat(#301): adiciona coluna de eixos rnf na matriz de rastreabilidade","feat(#301): adiciona coluna de eixos rnf na matriz de rastreabilidade
"
"2","45","20260621","2026-06-21T20:08:32.000-03:00","20260621","2026-06-21T20:08:32.000-03:00","0","42","1","43","G02","05a1c706","feat: expoe rota PATCH /parceiros/:id/vinculos/:vinculoId (#402)","feat: expoe rota PATCH /parceiros/:id/vinculos/:vinculoId (#402)
"
"2","48","20260609","2026-06-09T09:34:23.000-03:00","20260609","2026-06-09T09:34:23.000-03:00","0","15","0","15","G02","05a4c2b1","docs(tests): adiciona tabela de casos de teste CT01-CT12 com mapeamento RN e RF #310","docs(tests): adiciona tabela de casos de teste CT01-CT12 com mapeamento RN e RF #310
"
"2","47","20260602","2026-06-02T18:36:50.000+00:00","20260602","2026-06-02T18:36:50.000+00:00","1","0","0","0","G02","05cbb4d2","Merge branch 'chore/organizacao-config-testes' into 'main'","Merge branch 'chore/organizacao-config-testes' into 'main'

docs(#289): reorganiza documentos movendo wad.md e removendo arquivos desnecessarios

See merge request graduacao/2026-1b/t28/g02!115"
"2","85","20260501","2026-05-01T19:32:01.000+00:00","20260501","2026-05-01T19:32:01.000+00:00","1","92","23","115","G02","061a31b7","Merge branch 'use-cases-RN' into 'main'","Merge branch 'use-cases-RN' into 'main'

docs(#52): insere use cases referente aos Requisitos Funcionais no WAD

See merge request graduacao/2026-1b/t28/g02!23"
"2","44","20260602","2026-06-02T15:22:13.000-03:00","20260602","2026-06-02T15:23:34.000-03:00","0","0","9280","9280","G02","063ccba8","chore(#289): organiza estrutura de configuracoes e testes","chore(#289): organiza estrutura de configuracoes e testes
"
"2","43","20260429","2026-04-29T14:55:44.000-03:00","20260429","2026-04-29T14:55:44.000-03:00","0","14","8","22","G02","063df592","docs(#39): Corriji invest dos US 06,07 e 08","docs(#39): Corriji invest dos US 06,07 e 08
"
"2","41","20260624","2026-06-24T13:51:43.000-03:00","20260624","2026-06-24T13:51:43.000-03:00","1","459","13","472","G02","069dd20c","Merge branch 'main' into docs/atualiza-secao-5.1-sprint5","Merge branch 'main' into docs/atualiza-secao-5.1-sprint5
"
"2","84","20250401","2025-04-01T14:00:44.000-03:00","20250401","2025-04-01T14:00:44.000-03:00","0","1","1","2","G02","06ab8922","Corrige plural","Corrige plural"
"2","41","20260624","2026-06-24T14:19:40.000-03:00","20260624","2026-06-24T14:19:40.000-03:00","0","9","7","16","G02","07690128","docs(wad): ajusta redação dos testes SUS (#438)","docs(wad): ajusta redação dos testes SUS (#438)
"
"2","44","20260625","2026-06-25T14:00:19.000-03:00","20260625","2026-06-25T14:00:19.000-03:00","1","21","14","35","G02","07bf54b0","Merge remote-tracking branch 'origin/main' into docs/atualiza-requisitos-e-rn","Merge remote-tracking branch 'origin/main' into docs/atualiza-requisitos-e-rn

# Conflicts:
#	documents/wad.md
"
"2","44","20260622","2026-06-22T15:55:26.000-03:00","20260622","2026-06-22T16:08:37.000-03:00","1","590","242","832","G02","0808d0f4","fix: merge da branch 'main' e resolucao de conflitos (Issue #420)","fix: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
"2","48","20260428","2026-04-28T14:40:51.000-03:00","20260428","2026-04-28T14:40:51.000-03:00","0","1","2","3","G02","086dca22","docs(#6): adiciona introdução sobre requisitos do sistema","docs(#6): adiciona introdução sobre requisitos do sistema
"
"2","85","20260515","2026-05-15T08:52:57.000-03:00","20260515","2026-05-15T08:52:57.000-03:00","0","0","36","36","G02","088ce13a","docs: corrige texto da secao 3.6.3","docs: corrige texto da secao 3.6.3
"
"2","41","20260624","2026-06-24T15:57:29.000+00:00","20260624","2026-06-24T15:57:29.000+00:00","1","384","13","397","G02","0923ff13","Merge branch 'feat/campos-extras-parceiro' into 'main'","Merge branch 'feat/campos-extras-parceiro' into 'main'

feat/campos-extras-parceiro

Closes #439

See merge request graduacao/2026-1b/t28/g02!182"
"2","42","20260529","2026-05-29T20:29:38.000+00:00","20260529","2026-05-29T20:29:38.000+00:00","1","29","5","34","G02","09608e3a","Merge branch 'docs/diagrama-classesarquitetural' into 'main'","Merge branch 'docs/diagrama-classesarquitetural' into 'main'

Arquitetura em camadas (Seção 3.2.1) e Diagrama de Classes Arquitetural (Seção 3.2.3.1)

See merge request graduacao/2026-1b/t28/g02!87"
"2","44","20260622","2026-06-22T15:29:24.000-03:00","20260622","2026-06-22T15:47:49.000-03:00","0","6","13","19","G02","097716d3","feat: restringe listarSolicitacoesPendentes apenas para administrador (Issue #420)","feat: restringe listarSolicitacoesPendentes apenas para administrador (Issue #420)
"
"2","43","20260512","2026-05-12T15:46:46.000-03:00","20260512","2026-05-12T15:46:46.000-03:00","0","308","216","524","G02","09845876","docs(#150): Reformula os users stories","docs(#150): Reformula os users stories
"
"2","41","20260623","2026-06-23T19:53:15.000-03:00","20260623","2026-06-23T19:53:15.000-03:00","0","2","1","3","G02","09b48b76","docs(wad): documente integracao de endpoints (#437)","docs(wad): documente integracao de endpoints (#437)
"
"2","41","20260623","2026-06-23T22:34:44.000-03:00","20260623","2026-06-23T22:34:44.000-03:00","0","10","0","10","G02","09efc08c","docs(wad): descreve metodologia da seção 5.2.2.2 (#438)","docs(wad): descreve metodologia da seção 5.2.2.2 (#438)
"
"2","41","20260528","2026-05-28T19:11:18.000-03:00","20260528","2026-05-28T19:11:18.000-03:00","0","29","29","58","G02","0a869017","docs(wad): corrigir consultas SQL e lógica proposicional (#262)","docs(wad): corrigir consultas SQL e lógica proposicional (#262)
"
"2","84","20240511","2024-05-11T19:02:53.000-03:00","20240511","2024-05-11T19:02:53.000-03:00","0","4","8","12","G02","0aa78187","Atualização de seções 4.x do WAD","Atualização de seções 4.x do WAD"
"2","45","20260521","2026-05-21T20:26:51.000-03:00","20260521","2026-05-21T20:26:51.000-03:00","0","6","0","6","G02","0ad42d94","docs(#219): adiciona logica proposicional de aprovacao de parceiro","docs(#219): adiciona logica proposicional de aprovacao de parceiro
"
"2","42","20260528","2026-05-28T22:01:24.000-03:00","20260528","2026-05-28T22:01:24.000-03:00","0","16","0","16","G02","0b8e0c9e","docs(#252): adiciona tabela sintese de telas e user stories (secao 3.5)","docs(#252): adiciona tabela sintese de telas e user stories (secao 3.5)
"
"2","44","20260623","2026-06-23T15:47:25.000-03:00","20260623","2026-06-23T15:47:25.000-03:00","1","614","48","662","G02","0b93ea6b","fix: merge da branch 'main' e resolucao de conflitos (Issue #420)","fix: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
"2","45","20260625","2026-06-25T16:25:22.000-03:00","20260625","2026-06-25T16:25:22.000-03:00","0","18","12","30","G02","0bafacaf","fix(#466): restringe solicitacoes ao administrador","fix(#466): restringe solicitacoes ao administrador
"
"2","85","20260427","2026-04-27T11:42:12.000+00:00","20260427","2026-04-27T11:42:12.000+00:00","1","53","3","56","G02","0bccef86","Merge branch 'dosc/matriz-de-risco' into 'main'","Merge branch 'dosc/matriz-de-risco' into 'main'

Dosc/matriz de risco

See merge request graduacao/2026-1b/t28/g02!6"
"2","44","20260615","2026-06-15T21:39:30.000-03:00","20260615","2026-06-15T21:39:30.000-03:00","0","202","203","405","G02","0bdab814","refactor: uniformiza consumo de dados na view de diretorio (Issue #382)","refactor: uniformiza consumo de dados na view de diretorio (Issue #382)
"
"2","48","20260625","2026-06-25T15:20:25.000-03:00","20260625","2026-06-25T15:20:25.000-03:00","0","13","3","16","G02","0c12e759","feat(db): alinha migracoes com esquema atual do sistema #469","feat(db): alinha migracoes com esquema atual do sistema #469
"
"2","44","20260502","2026-05-02T00:54:36.000+00:00","20260502","2026-05-02T00:54:36.000+00:00","1","648","15","663","G02","0d026324","Merge branch 'docs/atualizacao-diagrama-de-casos-de-uso' into 'main'","Merge branch 'docs/atualizacao-diagrama-de-casos-de-uso' into 'main'

docs(#90): atualiza secao 3.2.2.

See merge request graduacao/2026-1b/t28/g02!30"
"2","45","20260624","2026-06-24T19:03:12.000-03:00","20260624","2026-06-24T19:03:12.000-03:00","0","666","629","1295","G02","0d62bead","fix(#447): atualiza vinculo sem exigir dados agricolas","fix(#447): atualiza vinculo sem exigir dados agricolas
"
"2","41","20260613","2026-06-13T02:42:09.000+00:00","20260613","2026-06-13T02:42:09.000+00:00","1","17","3","20","G02","0dde1278","Merge branch 'docs/atualiza-readme-sprint4' into 'main'","Merge branch 'docs/atualiza-readme-sprint4' into 'main'

docs(#374): atualiza instrucoes de inicializacao do banco no README

See merge request graduacao/2026-1b/t28/g02!158"
"2","41","20260623","2026-06-23T19:49:35.000-03:00","20260623","2026-06-23T19:49:35.000-03:00","0","2","2","4","G02","0e39684c","docs(wad): detalhe estrategia de testes (#437)","docs(wad): detalhe estrategia de testes (#437)
"
"2","47","20260623","2026-06-23T11:42:36.000+00:00","20260623","2026-06-23T11:42:36.000+00:00","1","2","6","8","G02","0ed2bd45","Merge branch 'docs/secao-7-conclusoes-trabalhos-futuros' into 'main'","Merge branch 'docs/secao-7-conclusoes-trabalhos-futuros' into 'main'

docs(wad): adiciona paragrafo introdutorio da secao 07(#399)

See merge request graduacao/2026-1b/t28/g02!172"
"2","44","20260625","2026-06-25T15:58:14.000-03:00","20260625","2026-06-25T15:58:14.000-03:00","1","6","6","12","G02","0f326c8a","Merge branch 'docs/atualiza-telas-e-inconsistencias' into 'main'","Merge branch 'docs/atualiza-telas-e-inconsistencias' into 'main'

docs(#472): corrige referencia regiao para usina no texto do wireframe

See merge request graduacao/2026-1b/t28/g02!198"
"2","48","20260612","2026-06-12T23:17:51.000-03:00","20260612","2026-06-12T23:17:51.000-03:00","0","168","137","305","G02","0f3bd5de","docs(wad): atualiza modelo fisico conforme a versao atual do G01-A26 #372","docs(wad): atualiza modelo fisico conforme a versao atual do G01-A26 #372
"
"2","48","20260609","2026-06-09T17:24:00.000+00:00","20260609","2026-06-09T17:24:00.000+00:00","1","19","0","19","G02","0f77f857","Merge branch 'docs/preencher-estrategia-testes-5.1.1' into 'main'","Merge branch 'docs/preencher-estrategia-testes-5.1.1' into 'main'

docs(wad): preenche estratégia de testes da seção 5.1.1 (#308)

Closes #308

See merge request graduacao/2026-1b/t28/g02!130"
"2","44","20260526","2026-05-26T16:00:20.000-03:00","20260526","2026-05-26T16:00:20.000-03:00","0","412","0","412","G02","0fbb20f8","feat(#244): diagrama de sequencia uml 10 relacionado a consulta de logs de auditoria","feat(#244): diagrama de sequencia uml 10 relacionado a consulta de logs de auditoria
"
"2","41","20260624","2026-06-24T15:15:38.000-03:00","20260624","2026-06-24T15:15:38.000-03:00","0","2","2","4","G02","0fbe00b3","docs(wad): atualiza pendência de notificação nos RNFs (#445)","docs(wad): atualiza pendência de notificação nos RNFs (#445)
"
"2","44","20260625","2026-06-25T22:16:52.000-03:00","20260625","2026-06-25T22:16:52.000-03:00","1","509","91","600","G02","0fd42f9f","Merge branch 'docs/corrige-wad' into 'main'","Merge branch 'docs/corrige-wad' into 'main'

docs(wad): corrigir inconsistências e preencher seção 3.8 do WAD #488

See merge request graduacao/2026-1b/t28/g02!212"
"2","42","20260626","2026-06-26T13:06:13.000+00:00","20260626","2026-06-26T13:06:13.000+00:00","1","9","0","9","G02","0fdf473c","Merge branch 'chore/env-para-avaliacao' into 'main'","Merge branch 'chore/env-para-avaliacao' into 'main'

chore: adiciona src/.env para permitir avaliacao sem setup manual

See merge request graduacao/2026-1b/t28/g02!219"
"2","44","20260615","2026-06-15T23:19:40.000-03:00","20260615","2026-06-15T23:19:40.000-03:00","0","2","2","4","G02","10512a2b","docs: atualiza metricas de testes no wad (Issue #389)","docs: atualiza metricas de testes no wad (Issue #389)
"
"2","43","20260610","2026-06-10T10:40:55.000-03:00","20260610","2026-06-10T10:40:55.000-03:00","0","5","7","12","G02","109c7775","docs(#302): corriji a seção 6.3 na parte de vantagens competitivas","docs(#302): corriji a seção 6.3 na parte de vantagens competitivas
"
"2","43","20260612","2026-06-12T08:27:36.000+00:00","20260612","2026-06-12T08:27:36.000+00:00","1","11","0","11","G02","11064514","Merge branch 'docs/business-model-canvas' into 'main'","Merge branch 'docs/business-model-canvas' into 'main'

Docs/business model canvas

See merge request graduacao/2026-1b/t28/g02!133"
"2","43","20260525","2026-05-25T20:03:39.000+00:00","20260525","2026-05-25T20:03:39.000+00:00","1","649","135","784","G02","111bd441","Merge branch 'feature/diagrama-01-parceiro' into 'main'","Merge branch 'feature/diagrama-01-parceiro' into 'main'

Feature/diagrama 01 parceiro

See merge request graduacao/2026-1b/t28/g02!75"
"2","44","20260604","2026-06-04T12:24:53.000-03:00","20260604","2026-06-04T12:24:53.000-03:00","1","7","7","14","G02","1130756b","Merge branch 'docs/ajustar-imagens-wad' into 'main'","Merge branch 'docs/ajustar-imagens-wad' into 'main'

fix(#294): ajuste final das imagens e numeracao no wad

See merge request graduacao/2026-1b/t28/g02!117"
