grupo,commit_id,autor_id,autorado_em,commitado_em,e_merge,linhas_adicionadas,linhas_removidas,linhas_total,titulo,mensagem
G02,db10ffc8,G02-A14,2026-06-15T20:22:24.000-03:00,2026-06-15T20:22:24.000-03:00,1,33,8,41,docs(#302): resolve conflito,"docs(#302): resolve conflito
"
G02,84001fde,G02-A14,2026-06-15T20:27:14.000-03:00,2026-06-15T20:27:14.000-03:00,1,11859,3328,15187,Merge branch 'main' of [url-institucional],"Merge branch 'main' of [url-institucional]
"
G02,ce4e0066,G02-A15,2026-06-15T20:29:32.000-03:00,2026-06-15T20:29:32.000-03:00,0,33,6,39,feat: adicionar views e fluxos da persona Coordenador (Issue #384),"feat: adicionar views e fluxos da persona Coordenador (Issue #384)
"
G02,f5ea1782,G02-A15,2026-06-15T21:00:02.000-03:00,2026-06-15T21:00:02.000-03:00,0,7855,1720,9575,"test: implement E2E tests, load tests and 100% branch coverage","test: implement E2E tests, load tests and 100% branch coverage
"
G02,ec1e3c04,G02-A15,2026-06-15T21:20:29.000-03:00,2026-06-15T21:20:29.000-03:00,0,7699,1720,9419,test: realiza testes de carga com artillery para capacidade e desempenho (Issue #386),"test: realiza testes de carga com artillery para capacidade e desempenho (Issue #386)
"
G02,d8b071ce,G02-A15,2026-06-15T21:20:31.000-03:00,2026-06-15T21:20:31.000-03:00,0,93,0,93,test: escreve testes e2e para o fluxo de cadastro e aprovacao (Issue #387),"test: escreve testes e2e para o fluxo de cadastro e aprovacao (Issue #387)
"
G02,63131eb8,G02-A15,2026-06-15T21:20:32.000-03:00,2026-06-15T21:20:32.000-03:00,0,78,2,80,test: eleva a cobertura de branch para 100% nos services (Issue #388),"test: eleva a cobertura de branch para 100% nos services (Issue #388)
"
G02,54e6577a,G02-A15,2026-06-15T21:20:33.000-03:00,2026-06-15T21:20:33.000-03:00,0,12,0,12,chore: adiciona template padrao para merge requests no gitlab,"chore: adiciona template padrao para merge requests no gitlab
"
G02,d4695564,G02-A15,2026-06-15T21:29:51.000-03:00,2026-06-15T21:29:51.000-03:00,0,51,24,75,fix: injeta bearer token no cabecalho das requisicoes via ajax (Issue #379),"fix: injeta bearer token no cabecalho das requisicoes via ajax (Issue #379)
"
G02,be86f34d,G02-A15,2026-06-15T21:29:52.000-03:00,2026-06-15T21:29:52.000-03:00,0,3,2,5,fix: configura as origens permitidas no middleware cors global (Issue #380),"fix: configura as origens permitidas no middleware cors global (Issue #380)
"
G02,c9636bec,G02-A15,2026-06-15T21:29:54.000-03:00,2026-06-15T21:29:54.000-03:00,0,1,1,2,fix: remove string secret de fallback do codigo-fonte (Issue #381),"fix: remove string secret de fallback do codigo-fonte (Issue #381)
"
G02,d77c6812,G02-A15,2026-06-15T21:39:28.000-03:00,2026-06-15T21:39:28.000-03:00,0,216,217,433,fix: extrai script inline para solicitacoes.js e resolve erro 404 (Issue #375),"fix: extrai script inline para solicitacoes.js e resolve erro 404 (Issue #375)
"
G02,0bdab814,G02-A15,2026-06-15T21:39:30.000-03:00,2026-06-15T21:39:30.000-03:00,0,202,203,405,refactor: uniformiza consumo de dados na view de diretorio (Issue #382),"refactor: uniformiza consumo de dados na view de diretorio (Issue #382)
"
G02,5f5bdf46,G02-A15,2026-06-15T21:39:31.000-03:00,2026-06-15T21:39:31.000-03:00,0,35,0,35,feat: implementa mascara e validacao regex para cpf/cnpj (Issue #383),"feat: implementa mascara e validacao regex para cpf/cnpj (Issue #383)
"
G02,6347be0a,G02-A15,2026-06-15T20:29:32.000-03:00,2026-06-15T21:47:49.000-03:00,0,23,6,29,feat: adicionar views e fluxos da persona Coordenador (Issue #384),"feat: adicionar views e fluxos da persona Coordenador (Issue #384)
"
G02,0356f395,G02-A15,2026-06-15T21:20:32.000-03:00,2026-06-15T22:24:18.000-03:00,0,84,3,87,test: eleva a cobertura de branch para 100% nos services (Issue #388),"test: eleva a cobertura de branch para 100% nos services (Issue #388)
"
G02,9e6371c2,G02-A15,2026-06-15T22:29:44.000-03:00,2026-06-15T22:29:44.000-03:00,0,42,27,69,"refactor: garante tipagem estrita nos repositorios e aplica padrao kebab-case nos arquivos orfaos (Issue #395, Issue #396)","refactor: garante tipagem estrita nos repositorios e aplica padrao kebab-case nos arquivos orfaos (Issue #395, Issue #396)
"
G02,c36961ff,G02-A15,2026-06-15T22:29:44.000-03:00,2026-06-15T22:34:59.000-03:00,0,42,27,69,"refactor: tipagem forte e kebab-case (Issue #395, Issue #396)","refactor: tipagem forte e kebab-case (Issue #395, Issue #396)
"
G02,e84e2bf7,G02-A15,2026-06-15T22:56:40.000-03:00,2026-06-15T23:00:34.000-03:00,0,335,75,410,docs: atualiza webapi e wad (Issue #389 a #394),"docs: atualiza webapi e wad (Issue #389 a #394)
"
G02,91595e75,G02-A15,2026-06-15T23:06:57.000-03:00,2026-06-15T23:06:57.000-03:00,0,2,2,4,docs: atualiza metricas de testes no wad (Issue #389),"docs: atualiza metricas de testes no wad (Issue #389)
"
G02,c3e1459e,G02-A15,2026-06-15T23:06:57.000-03:00,2026-06-15T23:06:57.000-03:00,0,2,0,2,docs: insere endpoint de alteracoes nas matrizes (Issue #390),"docs: insere endpoint de alteracoes nas matrizes (Issue #390)
"
G02,82836954,G02-A15,2026-06-15T23:06:58.000-03:00,2026-06-15T23:06:58.000-03:00,0,41,0,41,docs: atualiza html da api com rota de alteracoes (Issue #391),"docs: atualiza html da api com rota de alteracoes (Issue #391)
"
G02,eae36e29,G02-A15,2026-06-15T23:06:59.000-03:00,2026-06-15T23:06:59.000-03:00,0,2,1,3,docs: atualiza link publico do gitlab pages no wad (Issue #392),"docs: atualiza link publico do gitlab pages no wad (Issue #392)
"
G02,7d4c8e1e,G02-A15,2026-06-15T23:06:59.000-03:00,2026-06-15T23:06:59.000-03:00,0,288,72,360,docs: padroniza imagens do wad com captions (Issue #393),"docs: padroniza imagens do wad com captions (Issue #393)
"
G02,a8a08f90,G02-A15,2026-06-15T23:07:00.000-03:00,2026-06-15T23:07:00.000-03:00,0,2,0,2,docs: ajusta readme com infos da sprint 5 (Issue #394),"docs: ajusta readme com infos da sprint 5 (Issue #394)
"
G02,478179c8,G02-A15,2026-06-15T23:06:57.000-03:00,2026-06-15T23:09:19.000-03:00,0,2,2,4,docs: atualiza metricas de testes no wad (Issue #389),"docs: atualiza metricas de testes no wad (Issue #389)
"
G02,f16548b5,G02-A15,2026-06-15T23:06:57.000-03:00,2026-06-15T23:09:19.000-03:00,0,2,0,2,docs: insere endpoint de alteracoes nas matrizes (Issue #390),"docs: insere endpoint de alteracoes nas matrizes (Issue #390)
"
G02,66ec6143,G02-A15,2026-06-15T23:06:58.000-03:00,2026-06-15T23:09:20.000-03:00,0,41,0,41,docs: atualiza html da api com rota de alteracoes (Issue #391),"docs: atualiza html da api com rota de alteracoes (Issue #391)
"
G02,1c090ad1,G02-A15,2026-06-15T23:06:59.000-03:00,2026-06-15T23:09:20.000-03:00,0,2,1,3,docs: atualiza link publico do gitlab pages no wad (Issue #392),"docs: atualiza link publico do gitlab pages no wad (Issue #392)
"
G02,24b64e48,G02-A15,2026-06-15T23:06:59.000-03:00,2026-06-15T23:09:20.000-03:00,0,288,72,360,docs: padroniza imagens do wad com captions (Issue #393),"docs: padroniza imagens do wad com captions (Issue #393)
"
G02,1ad9c86a,G02-A15,2026-06-15T23:07:00.000-03:00,2026-06-15T23:09:20.000-03:00,0,2,0,2,docs: ajusta readme com infos da sprint 5 (Issue #394),"docs: ajusta readme com infos da sprint 5 (Issue #394)
"
G02,a1035a88,G02-A15,2026-06-15T23:07:00.000-03:00,2026-06-15T23:17:40.000-03:00,0,140,69,209,docs: ajusta readme com infos da sprint 5 (Issue #394),"docs: ajusta readme com infos da sprint 5 (Issue #394)
"
G02,10512a2b,G02-A15,2026-06-15T23:19:40.000-03:00,2026-06-15T23:19:40.000-03:00,0,2,2,4,docs: atualiza metricas de testes no wad (Issue #389),"docs: atualiza metricas de testes no wad (Issue #389)
"
G02,28beb01b,G02-A15,2026-06-15T23:19:40.000-03:00,2026-06-15T23:19:40.000-03:00,0,2,0,2,docs: insere endpoint de alteracoes nas matrizes (Issue #390),"docs: insere endpoint de alteracoes nas matrizes (Issue #390)
"
G02,23c92f3a,G02-A15,2026-06-15T23:19:41.000-03:00,2026-06-15T23:19:41.000-03:00,0,41,0,41,docs: atualiza html da api com rota de alteracoes (Issue #391),"docs: atualiza html da api com rota de alteracoes (Issue #391)
"
G02,6dc63850,G02-A15,2026-06-15T23:19:41.000-03:00,2026-06-15T23:19:41.000-03:00,0,2,1,3,docs: atualiza link publico do gitlab pages no wad (Issue #392),"docs: atualiza link publico do gitlab pages no wad (Issue #392)
"
G02,2e10baeb,G02-A15,2026-06-15T23:19:42.000-03:00,2026-06-15T23:19:42.000-03:00,0,69,69,138,docs: padroniza imagens do wad com captions (Issue #393),"docs: padroniza imagens do wad com captions (Issue #393)
"
G02,88a1fb60,G02-A15,2026-06-15T23:19:43.000-03:00,2026-06-15T23:19:43.000-03:00,0,2,0,2,docs: ajusta readme com infos da sprint 5 (Issue #394),"docs: ajusta readme com infos da sprint 5 (Issue #394)
"
G02,c47aecb0,G02-A16,2026-06-16T08:05:39.000-03:00,2026-06-16T08:05:39.000-03:00,0,0,2,2,docs: remove linhas duplicadas na tabela 3.6.2.1,"docs: remove linhas duplicadas na tabela 3.6.2.1
"
G02,f24f626b,G02-A16,2026-06-16T08:23:09.000-03:00,2026-06-16T08:23:09.000-03:00,0,3,3,6,docs: alinha texto de notificacao ao codigo (remove NotificacaoService inexistente),"docs: alinha texto de notificacao ao codigo (remove NotificacaoService inexistente)
"
G02,95e09b6a,G02-A16,2026-06-16T08:23:36.000-03:00,2026-06-16T08:23:36.000-03:00,0,18,19,37,docs: atualiza evidencias de cobertura na 5.1.4 com a suite atual,"docs: atualiza evidencias de cobertura na 5.1.4 com a suite atual
"
G02,2dc6fce7,G02-A16,2026-06-16T08:24:32.000-03:00,2026-06-16T08:24:32.000-03:00,0,42,0,42,"docs: documenta rota GET /parceiros/alteracoes (3.1.4, 3.7 e index.html)","docs: documenta rota GET /parceiros/alteracoes (3.1.4, 3.7 e index.html)
"
G02,ead8606b,G02-A14,2026-06-16T18:44:12.000+00:00,2026-06-16T18:44:12.000+00:00,1,103,61,164,Merge branch 'docs/alinha-wad-codigo' into 'main',"Merge branch 'docs/alinha-wad-codigo' into 'main'

docs(#363): corrige RTM (vinculo_unidade e remove texto-modelo)

See merge request graduacao/2026-1b/t28/g02!159"
G02,41a926f5,G02-A15,2026-06-15T23:19:41.000-03:00,2026-06-17T16:19:01.000-03:00,0,2,1,3,docs: atualiza link publico do gitlab pages no wad (Issue #392),"docs: atualiza link publico do gitlab pages no wad (Issue #392)
"
G02,b40ce9e5,G02-A15,2026-06-15T23:19:40.000-03:00,2026-06-17T16:19:01.000-03:00,0,2,1,3,docs: insere endpoint de alteracoes nas matrizes (Issue #390),"docs: insere endpoint de alteracoes nas matrizes (Issue #390)
"
G02,57c338d4,G02-A15,2026-06-15T23:19:42.000-03:00,2026-06-17T16:19:01.000-03:00,0,69,69,138,docs: padroniza imagens do wad com captions (Issue #393),"docs: padroniza imagens do wad com captions (Issue #393)
"
G02,6b314403,G02-A15,2026-06-15T23:19:41.000-03:00,2026-06-17T16:19:01.000-03:00,0,41,0,41,docs: atualiza html da api com rota de alteracoes (Issue #391),"docs: atualiza html da api com rota de alteracoes (Issue #391)
"
G02,905644d0,G02-A15,2026-06-15T23:19:43.000-03:00,2026-06-17T16:19:01.000-03:00,0,2,0,2,docs: ajusta readme com infos da sprint 5 (Issue #394),"docs: ajusta readme com infos da sprint 5 (Issue #394)
"
G02,9efef51f,G02-A16,2026-06-21T18:44:25.000-03:00,2026-06-21T18:44:25.000-03:00,0,54,1,55,feat: adiciona aprovarCadastro no ParceiroService (#401),"feat: adiciona aprovarCadastro no ParceiroService (#401)
"
G02,4db1acc1,G02-A16,2026-06-21T18:45:43.000-03:00,2026-06-21T18:45:43.000-03:00,0,20,0,20,feat: expoe rota PATCH /parceiros/:id/aprovacao (#401),"feat: expoe rota PATCH /parceiros/:id/aprovacao (#401)
"
G02,93effeb2,G02-A16,2026-06-21T18:49:37.000-03:00,2026-06-21T18:49:37.000-03:00,0,71,26,97,feat: lista cadastros pendentes com aprovar/recusar na tela (#401),"feat: lista cadastros pendentes com aprovar/recusar na tela (#401)
"
G02,6ff3412d,G02-A16,2026-06-21T18:52:08.000-03:00,2026-06-21T18:52:08.000-03:00,0,114,0,114,test: cobre aprovacao e recusa de cadastro (#401),"test: cobre aprovacao e recusa de cadastro (#401)
"
G02,41eb458f,G02-A16,2026-06-21T20:05:24.000-03:00,2026-06-21T20:05:24.000-03:00,0,93,5,98,feat: adiciona atualizar no VinculoRepository e DadosAgricolasRepository (#402),"feat: adiciona atualizar no VinculoRepository e DadosAgricolasRepository (#402)
"
G02,1fb6fe47,G02-A16,2026-06-21T20:06:51.000-03:00,2026-06-21T20:06:51.000-03:00,0,61,1,62,feat: adiciona atualizarVinculo no VinculoService (#402),"feat: adiciona atualizarVinculo no VinculoService (#402)
"
G02,05a1c706,G02-A16,2026-06-21T20:08:32.000-03:00,2026-06-21T20:08:32.000-03:00,0,42,1,43,feat: expoe rota PATCH /parceiros/:id/vinculos/:vinculoId (#402),"feat: expoe rota PATCH /parceiros/:id/vinculos/:vinculoId (#402)
"
G02,bd7d9a41,G02-A16,2026-06-21T20:09:38.000-03:00,2026-06-21T20:09:38.000-03:00,0,25,6,31,feat: edita vinculo e dados agricolas na tela de edicao (#402),"feat: edita vinculo e dados agricolas na tela de edicao (#402)
"
G02,77516c78,G02-A16,2026-06-21T20:14:18.000-03:00,2026-06-21T20:14:18.000-03:00,0,168,3,171,test: cobre edicao de vinculo e preservacao de campos (#402),"test: cobre edicao de vinculo e preservacao de campos (#402)
"
G02,72271ae8,G02-A18,2026-06-22T09:21:35.000-03:00,2026-06-22T09:21:35.000-03:00,0,15,15,30,docs(#413): ajustes pontuais de coerencia do documento,"docs(#413): ajustes pontuais de coerencia do documento
"
G02,761762c2,G02-A16,2026-06-22T15:12:15.000-03:00,2026-06-22T15:12:15.000-03:00,0,2,0,2,feat: torna regiao_id opcional em unidade (#418),"feat: torna regiao_id opcional em unidade (#418)
"
G02,f15ba432,G02-A16,2026-06-22T15:13:46.000-03:00,2026-06-22T15:13:46.000-03:00,0,10,12,22,feat: popula usinas reais no seed (#418),"feat: popula usinas reais no seed (#418)
"
G02,890124aa,G02-A16,2026-06-22T15:15:22.000-03:00,2026-06-22T15:15:22.000-03:00,0,49,0,49,feat: expoe GET /api/unidades (#418),"feat: expoe GET /api/unidades (#418)
"
G02,dd57e33a,G02-A13,2026-06-22T15:15:37.000-03:00,2026-06-22T15:15:37.000-03:00,0,2,6,8, docs(wad): adiciona paragrafo introdutorio da secao 07(#399)," docs(wad): adiciona paragrafo introdutorio da secao 07(#399)
"
G02,9132a1b2,G02-A16,2026-06-22T15:17:55.000-03:00,2026-06-22T15:17:55.000-03:00,0,25,5,30,feat: carrega usinas e seleciona a salva no form (#418),"feat: carrega usinas e seleciona a salva no form (#418)
"
G02,b8bb04d6,G02-A16,2026-06-22T15:19:49.000-03:00,2026-06-22T15:19:49.000-03:00,0,73,0,73,test: cobre listagem de usinas e troca de unidade (#418),"test: cobre listagem de usinas e troca de unidade (#418)
"
G02,a3be2d06,G02-A15,2026-06-22T15:27:59.000-03:00,2026-06-22T15:27:59.000-03:00,0,11,11,22,fix: aplica correcoes do code review no repository e wad (Etapa 1),"fix: aplica correcoes do code review no repository e wad (Etapa 1)
"
G02,f9767478,G02-A15,2026-06-22T15:29:24.000-03:00,2026-06-22T15:29:24.000-03:00,0,6,13,19,fix: restringe listarSolicitacoesPendentes apenas para administrador (RN006),"fix: restringe listarSolicitacoesPendentes apenas para administrador (RN006)
"
G02,5fc060d0,G02-A15,2026-06-22T15:32:54.000-03:00,2026-06-22T15:32:54.000-03:00,0,8,4,12,fix: aplica fail-fast na variavel de ambiente do CORS e arruma setup de teste (Etapa 2),"fix: aplica fail-fast na variavel de ambiente do CORS e arruma setup de teste (Etapa 2)
"
G02,e90d64ed,G02-A15,2026-06-22T15:36:09.000-03:00,2026-06-22T15:36:09.000-03:00,0,4,23,27,fix: centraliza listener de logout e valida resposta de alteracoes (Etapa 3),"fix: centraliza listener de logout e valida resposta de alteracoes (Etapa 3)
"
G02,53e80a17,G02-A14,2026-06-22T15:37:46.000-03:00,2026-06-22T15:38:03.000-03:00,0,4,0,4,hotfix(#417): valida decisao em aprovarCadastro e impede recusa silenciosa,"hotfix(#417): valida decisao em aprovarCadastro e impede recusa silenciosa

Adiciona guarda que rejeita decisao diferente de ""aprovada""/""recusada""
com 400, igual ao fluxo aprovarAlteracao. Sem isso, uma decisao ausente
ou com erro de digitacao caia no else e rejeitava o parceiro sem
justificativa.

Co-Authored-By: Claude Opus 4.8 <[email]>
"
G02,c372bd66,G02-A14,2026-06-22T15:38:09.000-03:00,2026-06-22T15:38:09.000-03:00,0,13,0,13,hotfix(#417): cobre com teste a decisao invalida em aprovarCadastro,"hotfix(#417): cobre com teste a decisao invalida em aprovarCadastro

Garante que decisao ausente/invalida retorna 400 e nao abre conexao
com o banco (pool.connect nao e chamado), travando a regressao da
recusa silenciosa.

Co-Authored-By: Claude Opus 4.8 <[email]>
"
G02,a7563381,G02-A15,2026-06-22T15:41:16.000-03:00,2026-06-22T15:41:16.000-03:00,0,17,4,21,"docs: preenche secoes 5.2 e conclusoes, atualiza readme","docs: preenche secoes 5.2 e conclusoes, atualiza readme
"
G02,e1491628,G02-A16,2026-06-22T15:44:50.000-03:00,2026-06-22T15:44:50.000-03:00,0,13,9,22,feat: filtra parceiros por usina na listagem (#418),"feat: filtra parceiros por usina na listagem (#418)
"
G02,d64d2209,G02-A16,2026-06-22T15:45:57.000-03:00,2026-06-22T15:45:57.000-03:00,0,23,19,42,feat: filtro de usinas no diretorio de parceiros (#418),"feat: filtro de usinas no diretorio de parceiros (#418)
"
G02,51aa84e4,G02-A15,2026-06-22T15:41:16.000-03:00,2026-06-22T15:47:36.000-03:00,0,17,4,21,docs: preenche secoes 5.2 e conclusoes e atualiza readme (Issue #420),"docs: preenche secoes 5.2 e conclusoes e atualiza readme (Issue #420)
"
G02,379e06a6,G02-A15,2026-06-22T15:27:59.000-03:00,2026-06-22T15:47:41.000-03:00,0,11,11,22,refactor: aplica correcoes do code review no repository e wad (Issue #420),"refactor: aplica correcoes do code review no repository e wad (Issue #420)
"
G02,097716d3,G02-A15,2026-06-22T15:29:24.000-03:00,2026-06-22T15:47:49.000-03:00,0,6,13,19,feat: restringe listarSolicitacoesPendentes apenas para administrador (Issue #420),"feat: restringe listarSolicitacoesPendentes apenas para administrador (Issue #420)
"
G02,427478c6,G02-A15,2026-06-22T15:36:09.000-03:00,2026-06-22T15:47:57.000-03:00,0,4,23,27,fix: centraliza listener de logout e valida resposta de alteracoes (Issue #420),"fix: centraliza listener de logout e valida resposta de alteracoes (Issue #420)
"
G02,d7248089,G02-A15,2026-06-22T15:32:54.000-03:00,2026-06-22T15:48:04.000-03:00,0,8,4,12,fix: aplica fail-fast na variavel de ambiente do CORS e arruma setup de teste (Issue #420),"fix: aplica fail-fast na variavel de ambiente do CORS e arruma setup de teste (Issue #420)
"
G02,126f6b15,G02-A15,2026-06-22T15:51:46.000-03:00,2026-06-22T15:51:46.000-03:00,1,1906,1652,3558,Merge branch 'main' into docs/atualiza-api-e-wad (Resolve conflito e atualiza conclusoes),"Merge branch 'main' into docs/atualiza-api-e-wad (Resolve conflito e atualiza conclusoes)
"
G02,7faf320a,G02-A15,2026-06-22T15:53:27.000-03:00,2026-06-22T15:53:27.000-03:00,1,418,122,540,Merge branch 'main' into feat/interface-coordenador (Resolve conflito no ejs mantendo RN006 e data-tipo),"Merge branch 'main' into feat/interface-coordenador (Resolve conflito no ejs mantendo RN006 e data-tipo)
"
G02,006fd282,G02-A15,2026-06-22T15:55:26.000-03:00,2026-06-22T15:55:26.000-03:00,1,586,242,828,Merge branch 'main' into fix/melhorias-frontend (Resolve conflito portando logica para solicitacoes.js),"Merge branch 'main' into fix/melhorias-frontend (Resolve conflito portando logica para solicitacoes.js)
"
G02,a9944353,G02-A15,2026-06-22T15:55:26.000-03:00,2026-06-22T15:55:42.000-03:00,1,590,242,832,Merge branch 'main' into fix/melhorias-frontend (Resolve conflito portando logica para solicitacoes.js),"Merge branch 'main' into fix/melhorias-frontend (Resolve conflito portando logica para solicitacoes.js)
"
G02,53350629,G02-A15,2026-06-22T15:51:46.000-03:00,2026-06-22T16:08:24.000-03:00,1,1906,1652,3558,docs: merge da branch 'main' e resolucao de conflitos (Issue #420),"docs: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
G02,81431b59,G02-A15,2026-06-22T15:53:27.000-03:00,2026-06-22T16:08:31.000-03:00,1,418,122,540,feat: merge da branch 'main' e resolucao de conflitos (Issue #420),"feat: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
G02,0808d0f4,G02-A15,2026-06-22T15:55:26.000-03:00,2026-06-22T16:08:37.000-03:00,1,590,242,832,fix: merge da branch 'main' e resolucao de conflitos (Issue #420),"fix: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
G02,9e75e500,G02-A14,2026-06-22T16:09:47.000-03:00,2026-06-22T16:09:47.000-03:00,0,101,0,101,test(#417): adiciona testes de integracao do endpoint PATCH /parceiros/:id/aprovacao,"test(#417): adiciona testes de integracao do endpoint PATCH /parceiros/:id/aprovacao

Cobre os contratos HTTP da aprovacao/recusa de cadastro via supertest:
200 ao aprovar, 200 ao recusar com justificativa, 400 para decisao
invalida, 400 para recusa sem justificativa, 403 para nao-admin, 409
para cadastro ja processado e 404 para parceiro inexistente. Tambem
registra aprovarCadastro no mock do ParceiroService.
"
G02,8c513509,G02-A15,2026-06-22T16:12:08.000-03:00,2026-06-22T16:12:08.000-03:00,0,8,4,12,fix: aplica fail-fast na variavel de ambiente do CORS e arruma setup de teste (Issue #420),"fix: aplica fail-fast na variavel de ambiente do CORS e arruma setup de teste (Issue #420)
"
G02,bab06861,G02-A15,2026-06-22T16:12:13.000-03:00,2026-06-22T16:12:13.000-03:00,0,11,11,22,refactor: aplica correcoes do code review no repository e wad (Issue #420),"refactor: aplica correcoes do code review no repository e wad (Issue #420)
"
G02,1b56baff,G02-A15,2026-06-22T16:12:18.000-03:00,2026-06-22T16:12:18.000-03:00,0,84,3,87,test: eleva a cobertura de branch para 100% nos services (Issue #420),"test: eleva a cobertura de branch para 100% nos services (Issue #420)
"
G02,9c7183e0,G02-A15,2026-06-22T16:12:25.000-03:00,2026-06-22T16:12:25.000-03:00,0,17,4,21,docs: preenche secoes 5.2 e conclusoes e atualiza readme (Issue #420),"docs: preenche secoes 5.2 e conclusoes e atualiza readme (Issue #420)
"
G02,38222370,G02-A15,2026-06-22T16:12:35.000-03:00,2026-06-22T16:12:35.000-03:00,0,2,0,2,docs: ajusta readme com infos da sprint 5 (Issue #394),"docs: ajusta readme com infos da sprint 5 (Issue #394)
"
G02,a8fd3b0a,G02-A15,2026-06-22T16:12:47.000-03:00,2026-06-22T16:12:47.000-03:00,0,2,1,3,docs: atualiza link publico do gitlab pages no wad (Issue #392),"docs: atualiza link publico do gitlab pages no wad (Issue #392)
"
G02,68dce49d,G02-A15,2026-06-22T16:12:48.000-03:00,2026-06-22T16:12:48.000-03:00,1,71,69,140,docs: merge da branch 'main' e resolucao de conflitos (Issue #420),"docs: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
G02,e61959b9,G02-A15,2026-06-22T16:12:54.000-03:00,2026-06-22T16:12:54.000-03:00,0,6,13,19,feat: restringe listarSolicitacoesPendentes apenas para administrador (Issue #420),"feat: restringe listarSolicitacoesPendentes apenas para administrador (Issue #420)
"
G02,c3f8f163,G02-A15,2026-06-22T16:12:55.000-03:00,2026-06-22T16:12:55.000-03:00,1,418,122,540,feat: merge da branch 'main' e resolucao de conflitos (Issue #420),"feat: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
G02,9251b2f5,G02-A15,2026-06-22T16:13:02.000-03:00,2026-06-22T16:13:02.000-03:00,0,4,23,27,fix: centraliza listener de logout e valida resposta de alteracoes (Issue #420),"fix: centraliza listener de logout e valida resposta de alteracoes (Issue #420)
"
G02,ebc5a451,G02-A15,2026-06-22T16:13:04.000-03:00,2026-06-22T16:13:04.000-03:00,1,590,242,832,fix: merge da branch 'main' e resolucao de conflitos (Issue #420),"fix: merge da branch 'main' e resolucao de conflitos (Issue #420)
"
G02,19bf1e4f,G02-A14,2026-06-22T16:24:31.000-03:00,2026-06-22T16:24:31.000-03:00,0,20,0,20,"test(#417): cobre POST /auth/recuperar-senha (200 com e-mail, 400 sem e-mail)","test(#417): cobre POST /auth/recuperar-senha (200 com e-mail, 400 sem e-mail)

Adiciona testes de integracao do endpoint de recuperacao de senha:
retorno 200 com mensagem generica quando o e-mail e informado e 400
quando o corpo nao traz e-mail.
"
G02,68bd4a16,G02-A14,2026-06-22T16:24:57.000-03:00,2026-06-22T16:24:57.000-03:00,0,11,0,11,test(#417): cobre POST /auth/logout (200 e encerra a sessao),"test(#417): cobre POST /auth/logout (200 e encerra a sessao)

Adiciona teste de integracao do endpoint de logout, garantindo retorno
200 com a mensagem de sessao encerrada.
"
G02,944de812,G02-A14,2026-06-22T16:26:06.000-03:00,2026-06-22T16:26:06.000-03:00,0,29,0,29,"test(#417): cobre GET /parceiros/alteracoes (200 admin, 403 nao-admin)","test(#417): cobre GET /parceiros/alteracoes (200 admin, 403 nao-admin)

Adiciona testes de integracao da listagem de solicitacoes pendentes:
200 com a lista para administrador e 403 para usuario sem permissao.
Registra listarSolicitacoesPendentes no mock do ParceiroService.
"
G02,4667451a,G02-A16,2026-06-22T16:29:41.000-03:00,2026-06-22T16:29:41.000-03:00,1,291,42,333,Merge branch 'main' into feat/edicao-vinculo-dados-agricolas,"Merge branch 'main' into feat/edicao-vinculo-dados-agricolas
"
G02,8db777a4,G02-A13,2026-06-22T18:32:41.000+00:00,2026-06-22T18:32:41.000+00:00,1,15,15,30,Merge branch 'ajuste-coerencia-wad' into 'main',"Merge branch 'ajuste-coerencia-wad' into 'main'

docs(#413): ajustes pontuais de coerencia do documento

See merge request graduacao/2026-1b/t28/g02!171"
G02,cec7e6b7,G02-A14,2026-06-22T18:45:54.000+00:00,2026-06-22T18:45:54.000+00:00,1,276,27,303,Merge branch 'feat/aprovacao-cadastro-parceiro' into 'main',"Merge branch 'feat/aprovacao-cadastro-parceiro' into 'main'

Feat/aprovacao cadastro parceiro

See merge request graduacao/2026-1b/t28/g02!170"
G02,f4c41314,G02-A16,2026-06-22T19:51:10.000+00:00,2026-06-22T19:51:10.000+00:00,1,60,0,60,Merge branch 'test/CompletaTestesEndpoints' into 'main',"Merge branch 'test/CompletaTestesEndpoints' into 'main'

test(#417): cobre POST /auth/recuperar-senha (200 com e-mail, 400 sem e-mail)

See merge request graduacao/2026-1b/t28/g02!174"
G02,c00dce22,G02-A16,2026-06-22T23:59:37.000+00:00,2026-06-22T23:59:37.000+00:00,1,74,15,89,Merge branch 'main' into 'test/AdicionaTestesRestantes',"Merge branch 'main' into 'test/AdicionaTestesRestantes'

# Conflicts:
#   src/tests/integration/webapi.integration.test.ts"
G02,93daa8ac,G02-A16,2026-06-22T23:59:44.000+00:00,2026-06-22T23:59:44.000+00:00,1,101,1,102,Merge branch 'test/AdicionaTestesRestantes' into 'main',"Merge branch 'test/AdicionaTestesRestantes' into 'main'

test(#417): adiciona testes de integracao do endpoint PATCH /parceiros/:id/aprovacao

See merge request graduacao/2026-1b/t28/g02!173"
